Ano;Período;Tipo Avaliacao;Professor;Departamento;Disciplina;Turma;Cursos;Aluno;Ano Ingresso;Tipo Ingresso;Curso Aluno;IRA;Escola 2G;Bolsa Apoio;Tipos Bolsa;Outras Bolsas;Nota Final;Cidade;Estado;O plano de ensino apresentado pelo(a) docente contém: ementa, objetivos, metodologias de ensino, critérios de avaliação, cronograma, conteúdos e bibliografia da disciplina.;O(A) docente cumpriu o plano de ensino apresentado.;Os conteúdos foram ministrados de forma clara.;As atividades pedagógicas (aulas, atividades online e presenciais e etc) estimularam a sua participação.;Os recursos didáticos, audiovisuais e tecnológicos disponíveis contribuíram para o processo de ensino e aprendizagem.;Os critérios de avaliação foram compatíveis com os conteúdos ministrados.;O(A) docente deu retorno sobre todas as atividades realizadas.;A atuação e disponibilidade do(a) docente foram satisfatórias.;O(A) docente manteve um comportamento respeitoso e cortês em relação aos discentes.;A atuação e disponibilidade do(a) tutor(a) à distância foram satisfatórias.;O(A) tutor(a) à distância manteve um comportamento respeitoso e cortês em relação aos discentes.;As atividades propostas contribuíram para a aprendizagem dos conteúdos.;A disciplina contribuiu na preparação para o exercício profissional.;A disciplina contribuiu para a aquisição de cultura geral.;Sua motivação para estudar esta disciplina foi alta.;Você teve facilidade para acompanhar as atividades da disciplina.;Seu empenho durante a disciplina foi elevado.;A atuação do(a) tutor(a) presencial foi satisfatória.;A atuação do(a) assistente à docência foi satisfatória.;As estruturas física e tecnológica do polo foram compatíveis e atenderam ao desenvolvimento das atividades.;A atuação do(a) coordenador(a) de curso foi satisfatória.;O trabalho da secretaria do curso na UFJF foi satisfatório.;A atuação da UFJF em relação aos alunos e polo-UAB é satisfatória.
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;BA24E8B1C994B335567F0891353B9B5A;2017;Vestibular;37A;81,54;COLÉGIO PIO XII, ENSINO FUNDAMENTAL DE 5ª À 8ª SÉRIE E ENSINO MÉDIO;N;;TREINAMENTO PROFISSIONAL;53;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;1;1;1;5;5;1
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;F45518A96693A04D853572B94D982D66;2017;Vestibular;37A;83,52;ESCOLA ESTADUAL MARIA ELBA BRAGA;N;;;100;JUIZ DE FORA;MG;4;4;4;3;4;3;3;4;4;4;4;4;3;4;4;3;3;4;3;3;4;4;4
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;EE0774A12A1AFA5820CEC45F353F95B0;2017;Vestibular/ENEM;37A;81,86;ESCOLA ESTADUAL ESTÊVÃO DE OLIVEIRA;N;;;98;MAR DE ESPANHA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;34B20024E1C4237E386CCAB2755E9D28;2017;Vestibular;37A;78,9;ESCOLA ESTADUAL DEPUTADO OLIVEIRA SOUZA;N;;;89;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;3;4;4;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;7D31B9D4977E4AEA70906258F67A287C;2017;Vestibular;37Q;88,66;ESCOLA ESTADUAL CORONEL CELSO RESENDE;N;;;96;BARBACENA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;79DD9F28B8F398D590FDAF7C144F6ED0;2017;Vestibular;37Q;85,58;ESCOLA ESTADUAL CÔNEGO LUÍS VIEIRA DA SILVA;N;;;98;OURO BRANCO;MG;4;4;3;4;3;4;3;4;5;5;5;4;4;4;4;3;5;4;4;5;3;4;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;9958841279628ED4C8008DBEA843E35B;2017;Vestibular;37Q;82,48;COLÉGIO PROFESSOR ALCIDES FERREIRA;N;;;100;BARBACENA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;5;5;5;5;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;57948F4E4342DBA19EBEE2E2C12BE06F;2017;Vestibular;37Q;74,97;ESCOLA ESTADUAL EMBAIXADOR JOSÉ BONIFÁCIO - ENSINO FUNDAMENTAL E MÉDIO;N;;;98;SAO JOAO DEL REI;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;2;2;2;2;3
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;E983521E11A972929C37CFF18A9CE48A;2017;Vestibular;37Q;29,28;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;0;CONSELHEIRO LAFAIETE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;B8ABE3F03D1D6F6335BD339F71A9160E;2017;Vestibular;37R;91,03;ESCOLA ESTADUAL PROFESSOR JOÃO FERNANDINO JÚNIOR;N;;;100;SETE LAGOAS;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;CD6C554FFF63A1166068AD1E4DE2EE1F;2017;Vestibular;37S;93,83;ESCOLA ESTADUAL ALBERTO GIOVANNINI;N;;;95;SANTANA DO PARAISO;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;0;0;5;4;4;4
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;790FE7C38129DFF1AE5CAED9E3BF8127;2017;Vestibular;37S;90,62;ESCOLA ESTADUAL DOUTOR GERALDO PERLINGEIRO DE ABREU;N;;;99;CORONEL FABRICIANO;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;CB2E8A84EB30438B80C7B8B54E284222;2017;Vestibular;37S;86,27;ESCOLA ESTADUAL ANA LETRO STAACKS;N;;EXTENSAO;99;TIMOTEO;MG;5;4;5;3;4;4;4;4;5;5;5;4;4;4;4;5;4;4;4;3;3;3;5
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;B7E3A75EF4FD71C86CC85B1034A0A684;2017;Vestibular;37T;84,18;Escola Estadual Prefeito Antônio Arruda;N;;;96;GUIRICEMA;MG;3;5;4;5;3;4;4;4;5;4;5;4;4;5;4;5;4;4;4;4;4;3;4
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;E0DE78CE0D462993F2170D8AC03A28D9;2017;Vestibular;37T;82,86;E. E. Raul Soares;N;;;88;UBA;MG;4;5;4;4;4;4;3;3;5;4;5;4;3;3;4;4;5;0;0;4;3;5;4
2019;3;ALUNO_TURMA;4CDE2B629975E289EF9BF16BD669D8E3;DEPARTAMENTO DE EDUCAÇÃO;8FA37D5FC479C5E74B7CB322278C7B79;A;37A|37D|37F|37H|37J|37L|37M|37N|37O|37P|37Q|37R|37S|37T;116B634DD538EF36F6F908D39B3E7CD7;2017;Vestibular;37T;71,81;Colegio e curso Avançar;N;;;77;UBA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;5;5
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;838A5EE381186CF271C74E170709C820;2017;Vestibular;86I;81,84;EEPSG PROF HOMERO RUBENS DE SA;N;;;87;BOA ESPERANCA;MG;5;5;4;3;3;4;5;5;5;5;5;4;5;5;5;4;5;5;5;5;4;5;4
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;8739A5E0BF86FAE0083EE83D93F6446E;2017;Vestibular;86I;77,23;Escola Estadual Padre Piccinini de ensino fundamental e médio;N;;;81;PARAGUACU;MG;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;EAE72F0E6B6080EB07CF5C10B06F4605;2016;Vestibular;86K;57,75;ESCOLA ESTADUAL JOÃO WESLEY ;N;;;90;GOVERNADOR VALADARES;MG;3;3;3;1;3;3;3;3;3;3;3;2;2;3;3;2;3;5;0;3;3;3;0
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;EB85CDD7B68728EA65E2CA055D76282B;2017;Vestibular;86D;78,47;ESCOLA ESTADUAL PROFESSOR ALISSON PEREIRA GUIMARÃES;N;;;98;POCOS DE CALDAS;MG;2;2;2;2;2;2;2;1;4;3;4;2;2;2;1;3;3;3;3;4;3;3;2
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;B66B7AAA646523AFF3CEC6D1766956A4;2017;Vestibular;86D;69,95;COLÉGIO MUNICIPAL DOUTOR JOSÉ VARGAS DE SOUZA;N;;;92;POCOS DE CALDAS;MG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;6B8F884BC89CE4B74D43E667D02E72B8;2017;Vestibular;86E;35,62;ESCOLA ESTADUAL ZILDA ARNS NEUMANN;N;;;11;BELO HORIZONTE;MG;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;FD13ACCFBC3ECF74A299774CD74284FA;2017;Vestibular;86I;75,19;ESCOLA  ESTADUAL PROFESSOR FIRMINO LADEIRA;N;;;82;BOA ESPERANCA;MG;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;CBB7C25B42E722F8E569AC81A06801FC;2017;Vestibular;86I;73,1;ESCOLA ESTADUAL PROFESSOR EDUARDO DANIEL FERREIRA DIAS;N;;;73;CAMPOS GERAIS;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;D2EBEE7F649B66A694698542D394D23E;2017;Vestibular;86I;54,52;ESCOLA ESTADUAL PADRE ALBERTO FUGER;N;;;69;CAMPO BELO;MG;3;3;4;3;4;4;4;3;5;3;5;4;4;4;4;3;4;0;5;0;3;4;4
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;43D4A80703859A2311F791165A649952;2017;Vestibular;86J;80,36;ESCOLA ESTADUAL FRANCISCO INÁCIO PEIXOTO;N;;;88;CATAGUASES;MG;5;5;5;5;4;5;4;4;4;5;5;5;5;5;5;5;5;5;4;5;4;5;4
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;1551128F5A315697651D2A5F3CCD1A4E;2017;Vestibular;86J;79,23;COLÉGIO CRISTO REDENTOR;N;;CONCLUSAO GRADUACAO|PROVOQUE;70;JUIZ DE FORA;MG;3;4;5;3;3;5;5;5;5;5;5;4;5;4;3;4;4;5;0;0;0;0;0
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;65A98FCF3AAFDB7D5AA676DCF49A53AA;2017;Vestibular;86J;76,77;ESCOLA ESTADUAL SEBASTIÃO PATRUS DE SOUSA - 1º E 2º GRAUS;N;;;69;SAO JOAO NEPOMUCENO;MG;4;4;4;0;4;4;5;1;5;4;5;3;4;5;5;4;5;5;4;1;3;4;3
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;06D2CF78BEBA2B929735F8F2C2287FFF;2017;Vestibular;86L;81,39;ESCOLA ESTADUAL IMACULADA CONCEIÇÃO;N;;;96;PEDRO LEOPOLDO;MG;4;5;5;5;5;5;2;2;3;4;5;5;5;5;4;4;4;1;0;0;0;0;1
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;2154174897A12B9B651147E603D9AE97;2018;Vestibular;86L;66,44;ESCOLA ESTADUAL TEREZINHA PEREIRA;N;;;66;DORES DO TURVO;MG;5;5;3;5;5;5;5;5;5;5;5;3;5;5;5;5;3;5;3;3;3;3;5
2019;3;ALUNO_TURMA;089973A96BE485773D20849BB184177E;DEPARTAMENTO DE EDUCAÇÃO;9AADE2CB3FEC5B892DDBEA38F64248E3;A;86B|86C|86D|86E|86F|86G|86H|86I|86J|86K|86L;4587DD694FA2FD64E32E66276DD869ED;2017;Vestibular;86I;35,24;Escola Estadual Diretor Nelson Rodrigues;N;;;26;SERRANIA;MG;2
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;A;74A;D9DAA3C3116B65474260917EB1E880F5;2016;Vestibular;74A;85,36;ESCOLA ESTADUAL DEPUTADO OLIVEIRA SOUZA;N;;;98;GUARARA;MG;5;5;4;5;4;5;5
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;A039587D5B1277BCAE0BD2C8BBF25551;2018;Vestibular;74B;78,94;ESCOLA ESTADUAL PROFESSOR SOARES FERREIRA - ENSINO FUNDAMENTAL E MÉDIO;N;;;67;BARBACENA;MG;5;5;1;3;2;5;5;5;5;5;5;1;1;2;1;1;2;0;0;1;0;1;1
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;D6017E0EC9D102CDF0D55EB6B2D15102;2016;Vestibular;74B;83,01;COLÉGIO TÉCNICO UNIVERSITÁRIO ;N;;;85;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;E06318ED43894D068ADCFA932B08D2C2;2016;Vestibular/ENEM;74B;79,24;ESCOLA SENAI ROBERTO SIMONSEN;N;;;85;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;0;5;5;0;5
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;4211D2D968C23BE515EABDFBAAC3ECB3;2016;Vestibular;74B;75,76;COLÉGIO E CURSO CONEXÃO;N;;TREINAMENTO PROF. - VOLUNTARIO|TREINAMENTO PROFISSIONAL;88;JUIZ DE FORA;MG;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;0;1;0;1;0;0
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;CEA7312E2835CE5E78247F8CA82F2FD9;2016;Vestibular;74B;71,42;COLÉGIO IMACULADA CONCEIÇÃO;N;;;78;CONTAGEM;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;A11113F1E8553545BC51851801E45F57;2016;Vestibular;74B;68,99;ESCOLA ESTADUAL PRESIDENTE JOÃO PINHEIRO;N;;;73;SANTOS DUMONT;MG;5;5;5;3;5;;;;;;;;;;;;4
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;6B9111527E9498DEF84492DD3F44321E;2016;Vestibular/ENEM;74B;58,91;COLÉGIO APOGEU;N;;;63;JUIZ DE FORA;MG;4;4;5;4;3;3;5;3;5;3;5;3;4;3;4;3;4;;4;3;5;3;3
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;4C09D9BC49C736F92C669E0F60D7812A;2016;Vestibular;74B;60,62;ESCOLA DE 2º GRAU DE JUIZ DE FORA;N;;;80;JUIZ DE FORA;MG;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;4;5;5;5;4;5;5;5
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;B;74B;A356F8573D2DC6D324B12FE5FA52A3AA;2016;Vestibular/ENEM;74B;52,15;COLEGIO CONEXÃO;N;;;70;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;C;74C;32409B4F0D4F8A7CA37A06E9EA9A7909;2016;Vestibular/ENEM;74C;91,46;COLÉGIO OPÇÃO VESTIBULARES;N;;;98;JUIZ DE FORA;MG;4;5;3;4;4;4
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;C;74C;9B7C50B85D95C099649A37C579F6C6DC;2016;Vestibular;74C;89,43;COLÉGIO SÃO JOÃO;N;;;98;CATAGUASES;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;C;74C;A03DDF896CFF5C27736F3B417659A405;2016;Vestibular;74C;68,69;ESCOLA ESTADUAL SENADOR LEVINDO COELHO;N;;;88;UBA;MG;5;4;5;3;5;5;5;5;5;5;5;5;5;5;4;4;3;5;5;5;5;5;5
2019;3;ALUNO_TURMA;12D8A773E4B1A234D6D3F1FF3AD0BAB0;DEPTO DE CIENCIAS ADMINISTRATIVAS;9E59CF1FFCF6E5964C59547FB8802527;C;74C;E8B01D200FDA9B732F9518ADAF1BE34F;2012;Vestibular;74C;56,91;COLÉGIO TIRADENTES DA POLÍCIA MILITAR DE MINAS GERAIS;N;;;85;JUIZ DE FORA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;8D3A08418AA4E7F2983786DA725E7111;DEPARTAMENTO DE EDUCAÇÃO;495637D3D30D4BF06F97476239BF4361;A;37A;80E0A1D94E07D1A856292E71336DC593;2017;Vestibular;37T;78,8;ESCOLA ESTADUAL PROFESSOR ORMINDO DE SOUZA LIMA;N;;;35;UBA;MG;3;4;2;2;2;0;5;5;5;5;5;1;0;2;0;0;0;5;3;3;3;5;5
2019;3;ALUNO_TURMA;8D3A08418AA4E7F2983786DA725E7111;DEPARTAMENTO DE EDUCAÇÃO;495637D3D30D4BF06F97476239BF4361;A;37A;E983521E11A972929C37CFF18A9CE48A;2017;Vestibular;37Q;29,28;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;15;CONSELHEIRO LAFAIETE;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;8D3A08418AA4E7F2983786DA725E7111;DEPARTAMENTO DE EDUCAÇÃO;495637D3D30D4BF06F97476239BF4361;A;37A;CF6DCEB1AF1B5BD01C4CEF443DA7CA81;2012;Vestibular;37F;27,8;ESCOLA ESTADUAL DE PRIMEIRO E SEGUNDO GRAUS PROFESSOR JOSÉ LEME DO PRADO;N;;;0;VALINHOS;SP;3;3;3;0;2;3;1;4;3;4;2;1;3;2;2;2;3;3;1;5;3;2;5
2019;3;ALUNO_TURMA;8D3A08418AA4E7F2983786DA725E7111;DEPARTAMENTO DE EDUCAÇÃO;495637D3D30D4BF06F97476239BF4361;A;37A;225047CA28D5C6B54F5FCBB8C826FEAA;2016;Vestibular/ENEM;37M;21,84;ESCOLA ESTADUAL ALBERTO GIOVANNINI;N;;;0;IPANEMA;MG;5;2;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;2;5;5;5;5;5
2019;3;ALUNO_TURMA;0225511A192524BF384EBD1085D5D463;DEPARTAMENTO DE EDUCAÇÃO;A12EB3BC47DC90854044103D8961AE1E;A;37A;E983521E11A972929C37CFF18A9CE48A;2017;Vestibular;37Q;29,28;ESCOLA ESTADUAL NARCISO DE QUEIRÓS;N;;;0;CONSELHEIRO LAFAIETE;MG;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2019;3;ALUNO_TURMA;0225511A192524BF384EBD1085D5D463;DEPARTAMENTO DE EDUCAÇÃO;A12EB3BC47DC90854044103D8961AE1E;A;37A;116B634DD538EF36F6F908D39B3E7CD7;2017;Vestibular;37T;71,81;Colegio e curso Avançar;N;;;80;UBA;MG;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;5;5;5
2019;3;ALUNO_TURMA;0225511A192524BF384EBD1085D5D463;DEPARTAMENTO DE EDUCAÇÃO;A12EB3BC47DC90854044103D8961AE1E;A;37A;225047CA28D5C6B54F5FCBB8C826FEAA;2016;Vestibular/ENEM;37M;21,84;ESCOLA ESTADUAL ALBERTO GIOVANNINI;N;;;0;IPANEMA;MG;5;2;5;5;5;5;5;5;5;5;5;5;5;5;0;0;0;2;5;5;5;5;5
2019;3;ALUNO_TURMA;0225511A192524BF384EBD1085D5D463;DEPARTAMENTO DE EDUCAÇÃO;A12EB3BC47DC90854044103D8961AE1E;A;37A;80E0A1D94E07D1A856292E71336DC593;2017;Vestibular;37T;78,8;ESCOLA ESTADUAL PROFESSOR ORMINDO DE SOUZA LIMA;N;;;78;UBA;MG;5;5;5;4;3;3;5;5;5;5;5;5;5;4;3;3;3;5;3;3;3;5;5
